STA,NET,DIST,STA_LAT,STA_LON,EQ_LAT,EQ_LON,EQ_DEP,EQ_MAG,ORIG_TIME,AZ,BAZ,PHASE,DT,PREM,AMP,POLARITY,POLARITY_COFLAG,ONSET,ENDSET,SNR_AVE,SNR_PEAK_TROUGH,SNR_PEAK,MISFIT_SIG,MISFIT_PRE,MISFIT_POST,MISFIT_PRE2T,MISFIT_POST2T,TSTAR_FACTOR,STRETCH_FACTOR,CCC_SEW,CCC_GEW,RECORD_GAU,EW_GAU,GAU_MISFIT,WEIGHT,TRAFFIC_IN_NOISE,ONE_PERIOD,PERIOD_FLAG
TIN,CI,       81.51300,       37.05400,     -118.23000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.82400,      232.88400,ScSScSScSScS,        9.00000,     3845.91000,        0.00000,        0.86000,0,       10.10000,       25.90000,        2.50000,        0.00000,        0.00000,        0.12000,        0.14000,        0.17000,        0.05000,        0.32000,        8.17000,        1.43000,        0.95000,        0.95000,       36.67000,       26.50000,        0.38000,        0.13000,0,       36.80000,0
BLOW,UW,       83.96500,       44.68400,     -122.18600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       35.94800,      229.30200,ScSScSScSScS,        6.60000,     3854.55000,        0.00000,        0.92000,0,        8.30000,       20.10000,        3.23000,        0.00000,        0.00000,        0.01000,        0.06000,        0.16000,        0.14000,        0.34000,        0.21000,        1.00000,        0.97000,        1.00000,       27.06000,       26.50000,        0.02000,        0.34000,0,       30.80000,0
PINE,UO,       84.07400,       43.79200,     -120.94100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       37.21300,      230.29900,ScSScSScSScS,        8.70000,     3854.92000,        0.00001,        0.91000,0,       10.40000,       21.20000,        3.24000,        0.00000,        0.00000,        0.03000,        0.10000,        0.10000,        0.11000,        0.33000,        0.95000,        0.95000,        0.96000,        1.00000,       25.08000,       26.50000,       -0.05000,        0.71000,0,       28.20000,0
RADR,UW,       84.26400,       46.42200,     -123.79900,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       33.88400,      227.94200,ScSScSScSScS,        5.70000,     3855.62000,        0.00000,        0.93000,0,        7.50000,       19.30000,        3.49000,        0.00000,        0.00000,        0.05000,        0.07000,        0.25000,        0.24000,        0.11000,        0.50000,        1.04000,        0.97000,        0.99000,       27.37000,       26.50000,        0.03000,        0.59000,0,       30.80000,0
CBB,CN,       85.99300,       50.03200,     -125.36500,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       30.56400,      226.59500,ScSScSScSScS,        9.30000,     3861.67000,        0.00001,        0.94000,0,       11.00000,       22.40000,        2.99000,        0.00000,        0.00000,        0.01000,        0.12000,        0.08000,        0.40000,        0.31000,        0.99000,        0.99000,        0.96000,        1.00000,       26.13000,       26.50000,       -0.01000,        0.05000,0,       29.80000,0
D46,XT,       86.21800,       44.69000,     -118.22000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       37.79700,      232.33900,ScSScSScSScS,        8.10000,     3862.37000,        0.00000,        0.91000,0,       10.00000,       22.40000,        4.03000,        0.00000,        0.00000,        0.04000,        0.19000,        0.27000,        0.14000,        0.44000,        1.67000,        1.09000,        0.96000,        0.99000,       28.68000,       26.50000,        0.08000,        0.79000,0,       32.40000,0
FIB,AK,       86.67400,       61.16600,     -150.17800,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       12.70500,      204.70700,ScSScSScSScS,        2.20000,     3864.34000,        0.00001,        0.96000,0,        3.60000,       13.00000,        4.12000,        0.00000,        0.00000,        0.04000,        0.26000,        0.28000,        0.23000,        0.51000,        0.82000,        0.81000,        0.96000,        0.99000,       21.68000,       26.50000,       -0.18000,        0.54000,0,       24.20000,0
CRAG,AT,       86.68900,       55.46900,     -133.12300,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       23.33600,      219.85700,ScSScSScSScS,        3.50000,     3864.38000,        0.00000,        0.96000,0,        5.30000,       17.50000,        3.44000,        0.00000,        0.00000,        0.04000,        0.16000,        0.24000,        0.17000,        0.30000,        1.10000,        1.07000,        0.97000,        0.99000,       28.04000,       26.50000,        0.06000,        0.74000,0,       31.00000,0
SHUK,UW,       86.94800,       48.85300,     -121.67700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       33.00200,      229.43800,ScSScSScSScS,        5.50000,     3865.27000,        0.00001,        0.93000,0,        7.30000,       19.70000,        3.63000,        0.00000,        0.00000,        0.11000,        0.30000,        0.06000,        0.13000,        0.27000,        1.49000,        1.10000,        0.96000,        0.99000,       28.48000,       26.50000,        0.07000,        0.14000,0,       32.40000,0
L15,XT,       87.19400,       44.44000,     -116.25000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       38.84200,      233.77500,ScSScSScSScS,        3.80000,     3865.90000,        0.00000,        0.90000,0,        5.40000,       18.80000,        2.82000,        0.00000,        0.00000,        0.03000,        0.10000,        0.11000,        0.18000,        0.47000,        3.49000,        1.19000,        0.96000,        1.00000,       30.82000,       26.50000,        0.16000,        0.64000,0,       34.40000,0
CVRU,UU,       87.22000,       38.92000,     -111.17000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       45.54800,      237.47000,ScSScSScSScS,       12.60000,     3865.90000,        0.00001,        0.85000,0,       14.10000,       24.30000,        3.62000,        0.00000,        0.00000,        0.09000,        0.14000,        0.32000,        0.22000,        0.11000,        0.89000,        0.88000,        0.85000,        0.99000,       23.50000,       26.50000,       -0.11000,        0.41000,0,       26.20000,0
HLID,US,       87.70000,       43.56200,     -114.41400,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       40.27500,      235.01300,ScSScSScSScS,       11.30000,     3867.96000,        0.00000,        0.89000,0,       13.00000,       24.00000,        2.52000,        0.00000,        0.00000,        0.01000,        0.08000,        0.23000,        0.35000,        0.20000,        0.97000,        0.96000,        0.88000,        1.00000,       25.61000,       26.50000,       -0.03000,        0.15000,0,       28.60000,0
D34,XT,       87.93900,       44.56000,     -115.09000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       39.22600,      234.60000,ScSScSScSScS,        8.00000,     3868.62000,        0.00000,        0.90000,0,        9.70000,       21.10000,        2.21000,        0.00000,        0.00000,        0.03000,        0.16000,        0.23000,        0.49000,        0.45000,        0.99000,        0.99000,        0.96000,        0.99000,       26.13000,       26.50000,       -0.01000,        0.05000,0,       29.80000,0
ANMO,IU,       88.34000,       34.94600,     -106.45700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       50.84300,      240.41300,ScSScSScSScS,       10.90000,     3870.97000,        0.00000,        0.80000,0,       12.00000,       28.00000,        2.87000,        0.00000,        0.00000,        0.04000,        0.05000,        0.38000,        0.12000,        0.17000,        8.64000,        1.47000,        0.86000,        0.99000,       37.28000,       26.50000,        0.41000,        0.65000,0,       36.80000,0
TASO,TA,       88.41500,       34.95000,     -106.46000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       50.89300,      240.49600,ScSScSScSScS,       11.60000,     3870.19000,        0.00000,        0.80000,0,       12.60000,       29.20000,        2.79000,        0.00000,        0.00000,        0.04000,        0.05000,        0.38000,        0.10000,        0.16000,        9.72000,        1.52000,        0.83000,        0.99000,       38.62000,       26.50000,        0.46000,        0.63000,0,       36.80000,0
PTPK,AK,       88.45600,       61.18700,     -142.46700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       15.99000,      211.59300,ScSScSScSScS,        1.90000,     3870.86000,        0.00000,        0.97000,0,        3.30000,       17.10000,        3.02000,        0.00000,        0.00000,        0.11000,        0.22000,        0.59000,        0.40000,        0.23000,        4.22000,        1.22000,        0.95000,        0.97000,       31.71000,       26.50000,        0.20000,        0.05000,0,       35.20000,0
CTG,AK,       88.55800,       60.96500,     -141.34000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       16.57300,      212.59300,ScSScSScSScS,        2.60000,     3871.24000,        0.00001,        0.97000,0,        4.20000,       17.80000,        3.87000,        0.00000,        0.00000,        0.01000,        0.07000,        0.35000,        0.26000,        0.21000,        4.05000,        1.21000,        0.96000,        1.00000,       31.50000,       26.50000,        0.19000,        0.59000,0,       34.80000,0
WAT4,AK,       88.64100,       62.83500,     -147.94200,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       12.93000,      206.68700,ScSScSScSScS,        1.80000,     3871.55000,        0.00001,        0.96000,0,        2.90000,       18.70000,        3.41000,        0.00000,        0.00000,        0.03000,        0.22000,        0.02000,        0.14000,        0.12000,        8.17000,        1.45000,        0.92000,        0.99000,       36.67000,       26.50000,        0.38000,        0.66000,0,       36.80000,0
PAX,AK,       89.28900,       62.97000,     -145.47000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       13.86800,      208.90200,ScSScSScSScS,       -0.60000,     3873.95000,        0.00000,        0.96000,0,        0.80000,       15.20000,        2.78000,        0.00000,        0.00000,        0.02000,        0.21000,        0.45000,        0.21000,        0.46000,        5.49000,        1.28000,        0.95000,        0.99000,       33.28000,       26.50000,        0.26000,        0.55000,0,       36.80000,0
NEA,AK,       90.00300,       64.59200,     -149.07100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       11.70000,      205.66200,ScSScSScSScS,       -0.50000,     3876.62000,        0.00001,        0.96000,0,        1.20000,       12.60000,        3.85000,        0.00000,        0.00000,        0.02000,        0.10000,        0.46000,        0.10000,        0.21000,        0.99000,        0.99000,        0.98000,        1.00000,       26.13000,       26.50000,       -0.01000,        0.81000,0,       29.80000,0
WRH,AK,       90.08100,       64.47200,     -148.09200,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       12.13400,      206.54400,ScSScSScSScS,        0.30000,     3876.91000,        0.00000,        0.96000,0,        1.90000,       12.90000,        2.29000,        0.00000,        0.00000,        0.02000,        0.05000,        0.58000,        0.33000,        0.26000,        0.96000,        0.96000,        0.98000,        1.00000,       25.34000,       26.50000,       -0.04000,        0.17000,0,       28.60000,0
